price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pctChange,ChangeCategory
69.339996,69.440002,67.300003,67.489998,1830500,65.442268,5/2/2018,TSN,-0.029758617,-0.029758483,0.365081838,E
67.589996,67.739998,65.82,66.050003,2490200,64.045959,5/3/2018,TSN,-0.021336501,-0.021336421,0.223320626,E
65.75,67.300003,65.169998,66.970001,2421000,64.938049,5/4/2018,TSN,0.013928904,0.013928811,0.305528889,E
65.639999,68,64.599998,67.220001,4257100,65.180466,5/7/2018,TSN,0.00373305,0.003733015,0.284427289,E
66.779999,66.849998,65.889999,66.660004,2448100,64.637451,5/8/2018,TSN,-0.008330947,-0.008330809,0.002957946,E
66.839996,67.809998,66.779999,67.269997,2428100,65.228943,5/9/2018,TSN,0.009150918,0.00915081,0.247472821,E
67.68,68.449997,67.589996,67.720001,1802500,65.665291,5/10/2018,TSN,0.006689484,0.00668952,0.114587631,E
68.019997,68.709999,67.720001,68.25,1741400,66.179214,5/11/2018,TSN,0.007826403,0.007826329,0.085291902,E
68.230003,68.529999,67.339996,67.620003,1904500,65.568336,5/14/2018,TSN,-0.009230663,-0.009230725,0.179264136,E
67.269997,67.339996,66.349998,67.279999,2179000,65.23864,5/15/2018,TSN,-0.005028281,-0.005028157,-0.199483984,E
67.440002,68.709999,67.370003,68.559998,1742400,66.479805,5/16/2018,TSN,0.019024998,0.019024956,0.120105457,E
68.440002,69.110001,68.309998,68.639999,1798800,66.557381,5/17/2018,TSN,0.001166911,0.001166876,0.429684312,E
68.419998,68.419998,66.910004,67.910004,2084700,65.849525,5/18/2018,TSN,-0.010635274,-0.010635125,0.494487053,E
68.419998,68.5,67.470001,67.889999,1933200,65.830139,5/21/2018,TSN,-0.000294398,-0.000294581,0.724826607,U
68,68.949997,67.739998,67.879997,2620300,65.820442,5/22/2018,TSN,-0.000147303,-0.000147327,0.421286228,E
67.839996,69.290001,67.839996,69.050003,2635600,66.954941,5/23/2018,TSN,0.017236271,0.017236389,-0.549876509,D
68.650002,69.440002,67.970001,69.379997,2905600,67.274925,5/24/2018,TSN,0.004779095,0.004779058,-0.43345086,E
69.230003,70.580002,69.209999,69.589996,2225000,67.478546,5/25/2018,TSN,0.0030267,0.003026795,-0.518735632,D
69.349998,70.839996,69.010002,70.389999,2952100,68.25428,5/29/2018,TSN,0.011496009,0.011495948,-0.410132938,E
70.690002,71.269997,70.040001,70.519997,2517000,68.380325,5/30/2018,TSN,0.001846697,0.001846825,0.213780424,E
70.099998,70.18,67.339996,67.470001,3110100,65.702385,5/31/2018,TSN,-0.039162435,-0.043250087,0.471328458,E
67.830002,68.389999,67.199997,68.089996,2214000,66.306137,6/1/2018,TSN,0.009189195,0.009189195,0.62072409,U
68.239998,69.25,68.239998,68.599998,1611900,66.80278,6/4/2018,TSN,0.007490151,0.007490116,0.823420929,U
68.610001,69.370003,68.300003,69.110001,2290000,67.299416,6/5/2018,TSN,0.007434361,0.007434446,0.931475883,U
69.089996,69.089996,67.75,68.199997,2185300,66.413261,6/6/2018,TSN,-0.013167351,-0.013167472,0.206000225,E
67.790001,70.410004,67.790001,69.709999,2245500,67.883698,6/7/2018,TSN,0.022140714,0.022140793,0.067481513,E
69.82,70.879997,69.599998,70.75,1785300,68.896446,6/8/2018,TSN,0.014918869,0.014918964,-0.050461159,E
70.75,72.419998,70.75,71.989998,1917700,70.103958,6/11/2018,TSN,0.017526477,0.017526473,-0.134938434,E
72.190002,72.360001,71.220001,71.480003,1404600,69.60733,6/12/2018,TSN,-0.007084165,-0.007084248,0.101397307,E
71.660004,71.82,70.379997,70.440002,2101400,68.594574,6/13/2018,TSN,-0.01454956,-0.014549538,-0.242438195,E
70.550003,71.230003,70.050003,70.989998,1624600,69.130157,6/14/2018,TSN,0.00780795,0.007808007,-0.719526652,D
70.849998,71.949997,70.629997,71.809998,3422300,69.92868,6/15/2018,TSN,0.011551008,0.011550923,-0.462092255,E
71.550003,71.970001,70.540001,71,1307800,69.139908,6/18/2018,TSN,-0.011279664,-0.011279739,-0.277611119,E
70.75,71.199997,70.360001,70.800003,1954600,68.945137,6/19/2018,TSN,-0.002817056,-0.002816859,0.097400025,E
70.669998,70.830002,69.910004,70.129997,2452900,68.292686,6/20/2018,TSN,-0.009463336,-0.009463361,0.00287224,E
70.150002,70.32,68.959999,69.269997,1841900,67.455215,6/21/2018,TSN,-0.012262968,-0.012262941,-0.034459537,E
69.519997,69.93,69.080002,69.379997,1726000,67.562347,6/22/2018,TSN,0.001588194,0.001587989,-0.281861427,E
69.620003,70.190002,69.169998,69.830002,1524200,68.000557,6/25/2018,TSN,0.006486009,0.006486091,-1.176368951,D
69.900002,70.82,69.410004,70.470001,2159800,68.623787,6/26/2018,TSN,0.009165072,0.009165101,-0.719233504,D
70.400002,70.720001,69.199997,69.279999,1857300,67.464958,6/27/2018,TSN,-0.016886696,-0.016886647,-0.581721835,D
69.160004,69.970001,69,69.260002,1728000,67.445488,6/28/2018,TSN,-0.000288594,-0.00028864,-0.546966705,D
69.190002,69.529999,68.18,68.849998,2534100,67.046219,6/29/2018,TSN,-0.005919877,-0.00591978,0.062840086,E
68.389999,68.809998,65.879997,66.419998,3067800,64.679893,7/2/2018,TSN,-0.035293951,-0.035294119,-0.047843794,E
66.620003,67.290001,66.32,66.830002,1544900,65.079147,7/3/2018,TSN,0.006172768,0.0061729,-0.38669095,E
67.169998,67.400002,66.459999,67.290001,1653700,65.527092,7/5/2018,TSN,0.00688308,0.006883121,-0.316008972,E
67.43,67.660004,66.849998,67.010002,1897400,65.25444,7/6/2018,TSN,-0.004160905,-0.004161079,-0.099527688,E
66.860001,67.239998,66.190002,66.629997,3909400,64.884384,7/9/2018,TSN,-0.00567097,-0.00567087,-0.244867438,E
66.75,67.209999,66.389999,66.669998,2551500,64.92334,7/10/2018,TSN,0.000600391,0.000600345,-0.133463358,E
66.779999,67.360001,65.919998,66,1484800,64.270897,7/11/2018,TSN,-0.010049437,-0.010049468,-0.444877505,E
66,66.379997,65.699997,65.959999,1968100,64.231941,7/12/2018,TSN,-0.000606122,-0.000606076,-0.427977801,E
65.980003,66.690002,65.980003,66.300003,1110400,64.563034,7/13/2018,TSN,0.005154647,0.0051547,-0.535482852,D
66.400002,66.610001,65.720001,65.860001,1292300,64.13456,7/16/2018,TSN,-0.006636522,-0.006636531,-0.619885003,D
65.75,65.959999,65.370003,65.559998,1689400,63.842422,7/17/2018,TSN,-0.004555079,-0.004555162,-0.437254664,E
65.550003,65.559998,64.290001,64.5,2743100,62.810192,7/18/2018,TSN,-0.016168403,-0.016168365,-0.716306308,D
64.5,65.18,64.379997,64.900002,1353000,63.199718,7/19/2018,TSN,0.006201637,0.006201581,-0.129293936,E
64.629997,64.809998,64.019997,64.120003,2131700,62.440147,7/20/2018,TSN,-0.012018582,-0.012018474,0,E
64.209999,64.459999,63.150002,63.560001,3020900,61.894817,7/23/2018,TSN,-0.008733644,-0.008733655,-1.405151271,D
63.290001,63.419998,62.68,63.099998,2916900,61.446869,7/24/2018,TSN,-0.007237246,-0.007237303,-1.622803163,D
63.02,63.169998,62.060001,62.619999,3242300,60.979443,7/25/2018,TSN,-0.007606995,-0.007606957,-2.028283422,D
63.200001,63.849998,62.939999,63.709999,2631100,62.040886,7/26/2018,TSN,0.017406571,0.01740658,-2.036736471,D
63.720001,64.739998,63.490002,63.560001,2373000,61.894817,7/27/2018,TSN,-0.002354399,-0.002354387,-0.335327203,E
59.360001,60.650002,58.330002,58.720001,7211000,57.181625,7/30/2018,TSN,-0.076148412,-0.07614852,0.685756578,U
58.57,58.57,56.790001,57.650002,6384200,56.139652,7/31/2018,TSN,-0.018222165,-0.018222054,0.779701465,U
57.93,58.5,57.540001,57.599998,4016100,56.090958,8/1/2018,TSN,-0.000867373,-0.000867372,0.679417065,U
57.380001,57.66,56.939999,57.549999,3581500,56.042271,8/2/2018,TSN,-0.000868001,-0.000868038,0.657628828,U
57.639999,57.950001,57.259998,57.75,3291100,56.23703,8/3/2018,TSN,0.003475216,0.003475256,0.180632547,E
60,60.73,59.150002,59.639999,5487100,58.077515,8/6/2018,TSN,0.03272728,0.032727255,0,E
59.150002,60.310001,58.5,59.880001,4027500,58.311234,8/7/2018,TSN,0.00402426,0.004024178,0.010038141,E
59.66,60.389999,59.470001,59.549999,2398100,57.989872,8/8/2018,TSN,-0.005511151,-0.005511055,0.10022015,E
59.66,59.970001,59.290001,59.700001,3383000,58.135948,8/9/2018,TSN,0.002518992,0.002518925,0.259480704,E
59.52,60.540001,59.5,60.18,2601400,58.603367,8/10/2018,TSN,0.008040103,0.008040184,0.83217785,U
59.950001,60.279999,59.610001,59.880001,2536400,58.311234,8/13/2018,TSN,-0.004984918,-0.004985028,1.246980459,U
60.189999,60.529999,59.41,59.580002,3371900,58.019089,8/14/2018,TSN,-0.005010098,-0.005010003,0.939710005,U
59.400002,60.169998,59.349998,60,2488000,58.428085,8/15/2018,TSN,0.007049335,0.007049312,0.493321263,E
60.259998,61.07,60.200001,60.959999,2091000,59.362934,8/16/2018,TSN,0.015999994,0.015999983,0.063731557,E
60.880001,62.599998,60.419998,62.400002,4170400,60.765209,8/17/2018,TSN,0.023622064,0.023622097,-0.089022669,E
62.509998,63.470001,62.060001,63.400002,3266000,61.73901,8/20/2018,TSN,0.016025634,0.016025641,-0.022295124,E
63.400002,63.599998,62.330002,62.91,5330200,61.261845,8/21/2018,TSN,-0.007728744,-0.007728738,-0.012758676,E
62.950001,62.950001,62.380001,62.5,2822200,60.862587,8/22/2018,TSN,-0.006517238,-0.006517247,0.149639277,E
62.139999,62.889999,61.669998,62.599998,2801000,60.959965,8/23/2018,TSN,0.001599965,0.001599968,-0.181505542,E
62.650002,63.259998,62.110001,63.119999,2954900,61.466343,8/24/2018,TSN,0.00830673,0.008306726,-0.009562044,E
63.279999,63.48,62.48,62.84,2454400,61.19368,8/27/2018,TSN,-0.004435972,-0.004435979,0.092463015,E
62.599998,63.16,62.369999,62.459999,3638800,60.823639,8/28/2018,TSN,-0.006047046,-0.00604712,-0.181713849,E
62.459999,63.290001,62.43,63.07,1392200,61.417652,8/29/2018,TSN,0.009766154,0.009766267,0.168957568,E
62.939999,63.150002,62.349998,62.549999,1328600,61.202393,8/30/2018,TSN,-0.003504839,-0.008244823,0.14630546,E
62.439999,63.16,62.259998,62.810001,2781900,61.456799,8/31/2018,TSN,0.004156798,0.004156707,0.203180735,E
62.869999,63.150002,62.43,62.75,2006200,61.39809,9/4/2018,TSN,-0.000955289,-0.000955278,0.326186465,E
61.610001,63.02,60.759998,62.5,3466200,61.153473,9/5/2018,TSN,-0.003984114,-0.003984064,0.201898797,E
62.700001,63.610001,62.360001,63.080002,2051000,61.720982,9/6/2018,TSN,0.009280078,0.009280032,0.072461485,E
62.799999,63.400002,62.57,63.27,2269300,61.906883,9/7/2018,TSN,0.003011958,0.003012016,0.003150154,E
63.419998,63.959999,63.27,63.389999,1642000,62.024296,9/10/2018,TSN,0.001896607,0.001896618,-0.148166198,E
63.400002,63.759998,62.73,63.529999,1509000,62.161282,9/11/2018,TSN,0.002208586,0.00220855,-0.427148232,E
63.470001,63.860001,63.25,63.720001,1871000,62.347187,9/12/2018,TSN,0.002990688,0.002990745,-0.618050585,D
64,64.040001,63.279999,63.5,1358900,62.131927,9/13/2018,TSN,-0.003452602,-0.003452621,-0.348577226,E
63.369999,63.810001,63,63.400002,1086300,62.034088,9/14/2018,TSN,-0.001574698,-0.001574772,-0.586075538,D
62.610001,63.93,62.169998,63.060001,1755400,61.701408,9/17/2018,TSN,-0.005362858,-0.005362792,-0.447368294,E
63.259998,63.419998,61.77,62.369999,1689400,61.026276,9/18/2018,TSN,-0.010941922,-0.010941992,-0.335910375,E
62.400002,62.630001,61.400002,61.560001,1853000,60.23373,9/19/2018,TSN,-0.012986963,-0.012986981,-0.836532816,D
61.779999,62.639999,61.779999,62.310001,2322400,60.967571,9/20/2018,TSN,0.012183224,0.012183236,-0.479640432,E
62.380001,62.630001,61.209999,61.240002,4449000,59.92062,9/21/2018,TSN,-0.01717226,-0.017172187,-0.485696276,E
61.240002,61.450001,60.860001,60.990002,1911300,59.676006,9/24/2018,TSN,-0.004082301,-0.004082299,-0.562889844,D
61.34,61.34,60.349998,60.529999,2038900,59.225918,9/25/2018,TSN,-0.007542194,-0.007542269,-0.245824021,E
60.650002,60.849998,59.740002,59.759998,1825800,58.472504,9/26/2018,TSN,-0.012721019,-0.012720982,-0.222724667,E
59.310001,60.200001,59.119999,59.790001,1587100,58.501858,9/27/2018,TSN,0.000502014,0.000502058,0.158494977,E
59.889999,60,59.32,59.529999,3098000,58.247456,9/28/2018,TSN,-0.004348614,-0.004348587,0.90434118,U
59.720001,59.919998,58.759998,58.849998,2181800,57.582104,10/1/2018,TSN,-0.011422851,-0.011422829,1.402686567,U
58.970001,59.380001,58.540001,59.029999,3508700,57.758228,10/2/2018,TSN,0.003058659,0.003058641,1.206037025,U
59.25,59.790001,59.09,59.130001,2174100,57.856079,10/3/2018,TSN,0.001694148,0.001694088,0.411096365,E
59.130001,60.099998,58.75,60,2838600,58.707336,10/4/2018,TSN,0.014713354,0.014713326,-0.426963061,E
60.23,61.560001,59.880001,61.549999,3088100,60.223938,10/5/2018,TSN,0.025833262,0.025833317,-0.971093855,D
61.779999,63.400002,61.66,63.279999,3720800,61.916668,10/8/2018,TSN,0.028107262,0.02810723,-0.56587858,D
63.310001,63.540001,62.799999,62.830002,3772900,61.476364,10/9/2018,TSN,-0.007111235,-0.007111204,0.249245377,E
62.98,63.240002,61.25,61.27,2230700,59.949974,10/10/2018,TSN,-0.024828892,-0.024828934,0.569334797,U
61.130001,61.400002,59.66,60.23,3145200,58.932377,10/11/2018,TSN,-0.016974102,-0.016974049,0.688758612,U
60.389999,60.59,59.59,60.290001,1644900,58.991089,10/12/2018,TSN,0.000996261,0.000996198,0.429115961,E
60.290001,61.48,60.049999,61.099998,1855000,59.78363,10/15/2018,TSN,0.013434927,0.013435014,-0.064376026,E
61.119999,62.209999,60.759998,62.029999,1377700,60.693596,10/16/2018,TSN,0.015220989,0.015220966,0.057917242,E
62.150002,62.25,61.27,61.970001,1239800,60.634892,10/17/2018,TSN,-0.000967219,-0.000967242,-0.225421374,E
62.16,62.880001,61.84,62.41,1941700,61.065411,10/18/2018,TSN,0.007100186,0.007100194,-0.24209167,E
62.669998,62.900002,62.25,62.43,1990600,61.08498,10/19/2018,TSN,0.00032046,0.000320461,-0.441788261,E
62.560001,63.220001,61.709999,61.830002,1941600,60.49791,10/22/2018,TSN,-0.00961071,-0.009610732,-0.191826574,E
61.73,62.580002,61.02,62.150002,1917600,60.811016,10/23/2018,TSN,0.005175485,0.005175481,0.126820695,E
62.150002,62.830002,61.630001,61.709999,2656500,60.380493,10/24/2018,TSN,-0.007079688,-0.007079694,-0.575672002,D
61.560001,62.130001,60.950001,61.68,1683800,60.351143,10/25/2018,TSN,-0.000486084,-0.000486129,0.616820602,U
61.630001,61.650002,60.25,60.470001,1746300,59.16721,10/26/2018,TSN,-0.019617408,-0.019617364,0,E
61.02,62.540001,60.700001,61.560001,2695900,60.23373,10/29/2018,TSN,0.018025525,0.018025467,-0.019480811,E
61.869999,62.490002,60.900002,62.099998,2551900,60.762089,10/30/2018,TSN,0.008771813,0.008771881,0.682040271,U
61.880001,61.959999,59.529999,59.919998,3871900,58.629055,10/31/2018,TSN,-0.035104685,-0.035104671,-0.103219146,E
59.91,62.509998,59.650002,62.360001,2754700,61.016491,11/1/2018,TSN,0.040721038,0.040721013,-0.01940775,E
62.43,62.919998,61.119999,61.560001,2170500,60.23373,11/2/2018,TSN,-0.012828679,-0.012828736,0.012916882,E
61.740002,62.849998,61.57,62.040001,1911600,60.703384,11/5/2018,TSN,0.007797193,0.007797271,-0.132578495,E
61.790001,62.93,61.639999,62.02,2660500,60.683815,11/6/2018,TSN,-0.000322371,-0.000322389,-1.267191544,D
62.48,62.48,61.43,62.040001,2450600,60.703384,11/7/2018,TSN,0.000322475,0.000322493,-0.906925066,D
61.75,62.009998,61.380001,61.5,3176200,60.175018,11/8/2018,TSN,-0.008704062,-0.008704078,-1.017855171,D
61.810001,62.240002,61.34,62.080002,3828600,60.742523,11/9/2018,TSN,0.009430907,0.009430927,-0.466771891,E
61.860001,63.349998,61.459999,61.610001,2919200,60.282646,11/12/2018,TSN,-0.007570924,-0.007570892,0.42286875,E
59.049999,59.990002,57.009998,58.169998,7845900,56.916756,11/13/2018,TSN,-0.05583514,-0.055835139,0.02025384,E
58.290001,59.959999,57.759998,58.759998,4482600,57.494049,11/14/2018,TSN,0.01014276,0.010142686,-0.040485493,E
58.400002,59.310001,57.77,59.029999,2699100,57.758228,11/15/2018,TSN,0.004594893,0.00459498,-0.448930672,E
59.080002,60.380001,58.689999,60.220001,2391600,58.922592,11/16/2018,TSN,0.020159275,0.020159275,0.013536718,E
60.23,60.490002,59.209999,59.419998,2435500,58.139828,11/19/2018,TSN,-0.013284616,-0.013284673,-0.163032404,E
59.459999,60.380001,58.709999,58.82,2232600,57.552753,11/20/2018,TSN,-0.010097639,-0.010097577,-0.656207663,D
58.900002,59.400002,58.599998,58.91,1632700,57.640816,11/21/2018,TSN,0.001530127,0.001530092,-0.401509264,E
58.720001,59.169998,58.43,58.889999,593900,57.621246,11/23/2018,TSN,-0.000339516,-0.000339518,-0.174980441,E
59.200001,59.5,58.869999,59.459999,1300100,58.178967,11/26/2018,TSN,0.009679086,0.009679063,0.660348299,U
59.259998,59.310001,58.119999,58.34,1988200,57.083096,11/27/2018,TSN,-0.018836206,-0.018836176,0.427833102,E
58.139999,58.360001,56.720001,56.990002,4299900,55.762188,11/28/2018,TSN,-0.02314009,-0.023140178,0.061417018,E
56.82,57.73,56.360001,57.720001,3968400,56.850544,11/29/2018,TSN,0.019517814,0.012809247,-0.939740701,D
57.849998,58.970001,57.790001,58.950001,3247100,58.062008,11/30/2018,TSN,0.021309629,0.021309771,-1.687324219,D
58.700001,60.34,58.700001,60.27,3193900,59.362129,12/3/2018,TSN,0.02239194,0.02239184,-0.860489132,D
60.080002,60.400002,57.810001,58.240002,4349700,57.362709,12/4/2018,TSN,-0.033681743,-0.033681732,-0.790036299,D
58.25,58.75,56.82,57.900002,2480000,57.027828,12/6/2018,TSN,-0.005837957,-0.005837912,-0.046563866,E
57.619999,57.93,55.869999,56.209999,2957300,55.363285,12/7/2018,TSN,-0.029188259,-0.029188306,-0.039530312,E
56.240002,56.369999,54.48,55.41,3493400,54.575333,12/10/2018,TSN,-0.014232392,-0.014232325,-0.843194004,D
55.599998,56.740002,55.540001,55.799999,2365400,54.959457,12/11/2018,TSN,0.007038418,0.007038423,-1.209189463,D
56.360001,56.66,55.650002,55.68,3074200,54.84127,12/12/2018,TSN,-0.00215044,-0.00215052,-1.263432378,D
55.669998,56.299999,55.459999,56.080002,4136400,55.235245,12/13/2018,TSN,0.007183915,0.007183944,-0.733642389,D
55.619999,56.02,55.169998,55.299999,2517300,54.466991,12/14/2018,TSN,-0.013908764,-0.013908755,-0.660116469,D
55.220001,55.369999,53.060001,53.470001,3870800,52.664558,12/17/2018,TSN,-0.033092208,-0.033092189,-0.624832678,D
53.5,54.040001,52.150002,52.380001,4200100,51.590981,12/18/2018,TSN,-0.02038519,-0.020385262,-0.23411898,E
52.689999,54.5,52.52,52.669998,4529700,51.876606,12/19/2018,TSN,0.005536336,0.005536407,-0.326457729,E
52.529999,53.900002,51.849998,53.34,3525000,52.536518,12/20/2018,TSN,0.012720801,0.012720752,0.235185254,E
53.34,54.48,51.73,51.73,4343200,50.950768,12/21/2018,TSN,-0.030183767,-0.030183727,1.015170836,U
51.810001,52,50.330002,50.75,1413100,49.985531,12/24/2018,TSN,-0.018944503,-0.01894452,0.489302452,E
50.959999,52.080002,49.77,52.060001,2820000,51.275799,12/26/2018,TSN,0.02581283,0.025812828,0.751681877,U
51.73,52.490002,50.799999,52.490002,2340100,51.699322,12/27/2018,TSN,0.008259706,0.008259719,1.049341363,U
52.450001,52.93,51.939999,52.34,3178700,51.551579,12/28/2018,TSN,-0.002857736,-0.002857725,0.972654428,U
52.560001,53.43,52.43,53.400002,2366000,52.595612,12/31/2018,TSN,0.020252202,0.020252235,1.51843855,U
53.040001,53.93,52.82,53.349998,2122600,52.546364,1/2/2019,TSN,-0.000936352,-0.000936404,0.736239102,U
52.98,54.790001,52.98,54.490002,3135800,53.669197,1/3/2019,TSN,0.021368424,0.021368398,0.848446642,U
54.790001,56.040001,54.669998,55.16,5558900,54.329102,1/4/2019,TSN,0.012295787,0.012295797,0.623381313,U
54.900002,56.77,54.669998,56.049999,3740100,55.205696,1/7/2019,TSN,0.016134888,0.016134862,0.076586019,E
56.34,57.619999,55.98,57.549999,2976200,56.683098,1/8/2019,TSN,0.026761767,0.02676182,0.707596596,U
57.34,57.389999,56.349998,56.549999,3440600,55.698158,1/9/2019,TSN,-0.017376256,-0.017376195,0.323858395,E
56.669998,58.029999,56.59,57.560001,2440200,56.692951,1/10/2019,TSN,0.017860429,0.017860336,0.534099218,U
57.740002,58.330002,57.360001,57.830002,1390300,56.958885,1/11/2019,TSN,0.004690777,0.004690775,1.08058637,U
57.75,58.150002,57.09,57.77,2027700,56.899788,1/14/2019,TSN,-0.001037538,-0.001037558,0.497462274,E
